WND
"999,9,C,0000,5"
"999,9,C,0000,1"
"999,9,C,0000,5"
"999,9,9,9999,9"
"999,9,C,0000,5"
"220,5,N,0015,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,1"
"999,9,C,0000,5"
"260,5,N,0015,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"170,5,N,0015,5"
"999,9,C,0000,5"
"999,9,C,0000,1"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"180,5,N,0015,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,1"
"050,5,N,0015,5"
"120,5,N,0021,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"120,5,N,0031,5"
"100,5,N,0026,5"
"100,5,N,0026,5"
"090,5,N,0021,5"
"100,5,N,0026,5"
"100,5,N,0031,5"
"110,5,N,0026,5"
"110,5,N,0026,5"
"100,5,N,0021,5"
"100,5,N,0021,5"
"100,5,N,0015,5"
"120,5,N,0021,5"
"120,1,N,0021,1"
"999,9,C,0000,5"
"999,9,9,9999,9"
"999,9,C,0000,5"
"150,5,N,0015,5"
"280,5,N,0015,5"
"240,5,N,0021,5"
"999,9,C,0000,5"
"999,9,C,0000,1"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"020,5,N,0015,5"
"160,5,N,0021,5"
"999,9,C,0000,5"
"160,5,N,0021,5"
"999,9,C,0000,5"
"999,9,C,0000,1"
"240,5,N,0021,5"
"999,9,C,0000,5"
"270,5,N,0015,5"
"340,5,N,0015,5"
